name,reviews,stars
Hope Peer,Help me when i needed the most. Quick services. I plan on using Spotloan again if I get in a jam again,4
Theresa Martin,My  loan  was  supposed  to be  in  my  credit  union on Tuesday June  4th  BUT  someone  put the  wrong routing  number  and or  account  number  and  the  $800  was  returned  causing  my credit union  to  place  5  $35  bouncer  fees on  my  account  and  I am now  way  overdrawn  until  the  money  is  resubmitted!!!!!!  Hopefully  tomorrow...which  is  two  days  late!!!!!!,5
Janice Frazier,"Great company for short term loans Honest, easy to work with",5
James Wilson,"Great experience, thats why I always return when I need their help",4
Valentina,Spotloan is the best. Thing happened to me this really is so much help when I need it.it is my pleasure to honor spot loan.  Thanks,5
Thuy-Ngoc Tran,Love spot loan. Great service,5
Betty Davis,"Spot loan was quick and easy. Had my money with 24 hours. No hassle and not on the phone for anything, everything done online and email. I would recommend Spot loan to family and friends and I have already done so. I’d borrow from them again if I needed too.",5
DollyG,I highly recommend Spotloan.  This is the second time that I have had to borrow from them.  They are extremely professional and the process is very easy.  I would recommend them over other loan companies.  My only thought of future innovation would be to offer perhaps higher loan amounts to returning qualified customers such as an opportunity for perhaps $1500 or $2500.   Many thanks to Spotloan!,4
Peg,The easiest loan to get. I’ve already paid off one. Always willing to work with you,5
S. K.,Very easy to use and fast.  I love Spot Loan!,5
Betty,"I was  able to get loan on the spot. Waiting  time  no more. Than 24hrs. If no one will lend you the money, especially  family  members and other lenders, this is the way to go.I  put it off for awhile  because of the interest rate, but when there a need you  need it now. The. Installments  payment  will help you pay back quickly.Thank youSpot. Loan Family.",5
Tina,"No, comments",5
Catherine Rivera,"Yes, Spotloan is a Tribal lender.  Yes, that means they can legally charge a higher interest rate than a ""mainstream"" lender.  Know that going in.  Why do I give them 5 stars?  Easy.  They let you choose your payment size.  They give you a CLEAR payoff schedule, up front.  (Many other lenders will rake you over the coals in interest and/or ""loan renewal"" fees.)  If you continue to be a good customer with them they can give you a reduced rate on future loans.  I am a repeat customer, and they are one of only TWO Tribal lenders I honestly recommend.",5
Joan Slayton,"While definitely not something to rely upon in everyday life to get by, as it is certainly untenable to pay this much interest ongoing. I'd call it usurous if the interest rate and how it affects your payments and overall payoff amount over time weren't so conspicuous. If you can't get credit in other avenues and have a need for 500 dollars right now with the intention of paying it back in a couple of weeks when you get paid, it's doable... just not a long term strategy.",5
Jeanie ,I Always Have A Good Experience With Spotloan Never Have I Had A Problem With Them,5
Brian Jarvis,Very professional and easy to deal with .,5
Jennifer,Quick response. Very good in a bind. Customer service was great.,5
Michael Turso,This is the 2nd time I've used their services and haven't had an issue and received funds quickly.,5
Susan C. ,Every easy to do business with but pay back is a little to high for a repeat customer,5
customer,Love Spotloan. Very friendly people. Never have had a problem getting a short term loan.,5
Claretha Allen,Prompt easy to use however like all of these types of loans extremely HIGH interest rates.,5
JAMES COX,"Good communication when the necessity is there, and easy to monitor my payback schedule.",5
George Martinez,Very fast. Their customer service was also great. Easy to call and get it done.,5
Shirley Collins,Excellent company,5
Martha Beam,"Easy to understand, simple to apply and quick response time!",5
Star Hoffland,"fast , courteous, reliable service.",5
cecilia xec,"Easy to apply, quick response and decision, easy and affordable pay back .",4
Johnny G.,I am a repeat user.  Great to have this option when emergencies come up.  Easy to use.,5
Sheila,O had nothing but SUPER service every time I called the reps really know their business. An i really want to THANK you for helping me through the times i really needed a loan,5
DAVID PLANCK,This company has been so helpful to me. I would definitely recommend them to anyone looking for a smaller loan.,5
Cynthia Mcinvale,Any time I needed a little help they were there. Thank You,5
Michael Collins,"Easy ,great payments ,friendly and knowledgeable agents never had one problem reapplying",4
RHONDA SIMS,Spotloan definitely provides a very professional means to obtain a loan and allows you build an even better customer relationship each time using their services.,5
G. Thomas,Yes I would recommend this company. Great service !!!!,5
Steven Black,I have used spot loan several times and I have found them to be very professional and very quick with both decision and money.  I would recommend them to friends.,5
Natasha E,"Easy process, reasonable fees and you get your money same day.",5
"Melinda-Canton, MI","I've never been denied a loan. They've always got me my money fast and rewarded me recently for being a great borrower. I highly recommend them. Although the interest rate is very high, you can't put a price on convenience.",5
